first_name,last_name,title,dept_no
Zengping,Cusworth,Engineer,d004
Navid,Luke,Engineer,d004
Mona,Hebden,Engineer,d005
Siddarth,Masada,Staff,d008
Aksel,Gire,Engineer,d004
Christfried,Atrawala,Senior Staff,d002
Christfried,Atrawala,Senior Staff,d003
Marke,Klerer,Senior Staff,d008
Shaw,Kading,Senior Staff,d007
Vatsa,Ramsay,Senior Staff,d001
Vatsa,Ramsay,Senior Staff,d007
Heping,Skrikant,Senior Staff,d009
Kousuke,Worfolk,Senior Staff,d007
Irena,Cesareni,Senior Staff,d007
Prasadram,Bultermann,Senior Engineer,d004
Prasadram,Bultermann,Senior Engineer,d005
Udi,Rullman,Senior Engineer,d005
Berna,Schonegge,Staff,d008
Eldridge,Kawashima,Engineer,d006
Heping,Peac,Senior Staff,d008
Oscar,Baumann,Engineer,d004
Van,Nations,Technique Leader,d005
Gaurav,Roison,Senior Staff,d004
Gaurav,Roison,Senior Staff,d008
Masako,Dechter,Technique Leader,d004
Ebru,Valtorta,Engineer,d006
Fay,Cochrane,Staff,d007
Hercules,Kabayashi,Senior Engineer,d004
DAIDA,Nooteboom,Engineer,d005
Takahiro,Dalton,Technique Leader,d004
Aram,Passino,Senior Engineer,d005
Dannz,Miara,Engineer,d004
Gennady,Rouquie,Senior Staff,d003
Aleksander,Schaaf,Senior Staff,d007
Aleksander,Schaaf,Senior Staff,d009
Kirk,Zongker,Staff,d008
Stabislas,Kakkad,Senior Staff,d007
Paris,Restivo,Engineer,d005
Make,Heuser,Engineer,d006
Martijn,Jeong,Senior Staff,d007
Kamakshi,Hebert,Engineer,d004
Shiv,Baezner,Engineer,d004
Shiv,Vilarrasa,Engineer,d005
Mong,Dichev,Technique Leader,d004
Mart,Talmor,Staff,d007
Chiradeep,Arlazarov,Engineer,d004
Haldun,Syang,Staff,d002
Jahangir,Bernatsky,Senior Staff,d007
Fumitaka,Quittner,Senior Staff,d008
Hinrich,Perin,Engineer,d005
Selwyn,Henseler,Senior Engineer,d005
Udo,Waymire,Technique Leader,d005
Gill,Orlowska,Technique Leader,d006
Saeed,Bahl,Senior Staff,d002
DAIDA,Frolund,Engineer,d006
Sedat,Rande,Senior Staff,d007
Chanjung,Raoux,Engineer,d004
Yuriy,Ponthieu,Senior Staff,d002
Jaihie,Ozeri,Senior Staff,d007
Jacopo,Krohm,Engineer,d005
Bedrich,Isard,Senior Staff,d008
Radhika,Bonifati,Senior Staff,d003
Subir,Miake,Engineer,d004
Subir,Miake,Engineer,d009
Arra,Esposito,Staff,d007
Taiji,Berstel,Engineer,d005
Shigeichiro,Brattka,Senior Staff,d007
Fei,Gadepally,Assistant Engineer,d005
Gou,Thombley,Senior Engineer,d004
Gou,Thombley,Senior Engineer,d009
Alair,Nanard,Staff,d007
Lobel,Aloia,Senior Staff,d001
Aran,Rosenbaum,Senior Staff,d003
Gao,Lally,Staff,d009
Berni,Takkinen,Senior Staff,d001
Chinya,Leslie,Engineer,d006
Arne,Kohling,Engineer,d004
Ewing,Rajala,Senior Staff,d009
Fai,Keirsey,Engineer,d005
Stein,Perng,Senior Staff,d001
Mohammed,Georg,Engineer,d006
Gina,Ossenbruggen,Technique Leader,d004
Nechama,Ermel,Engineer,d005
Xiaoqiu,Pietracaprina,Senior Engineer,d004
Kamakshi,Schusler,Engineer,d004
Mohan,Picht,Engineer,d004
Soenke,Zaumen,Senior Staff,d001
Luisa,Baig,Engineer,d006
Qiwen,Kriebel,Senior Staff,d007
Giao,DuCasse,Engineer,d004
Peer,Angelopoulos,Engineer,d005
Tetsurou,Schreiter,Senior Staff,d007
Shounak,Dratva,Engineer,d005
Gay,Plavsic,Senior Staff,d003
Jinpo,Heyers,Staff,d008
Sorina,Lakshmanan,Staff,d007
Xumin,Beidas,Technique Leader,d006
Xudong,Peck,Senior Engineer,d005
Berna,Ranst,Engineer,d004
Indrajit,Krogh,Engineer,d005
Florian,Siepmann,Engineer,d004
Foong,Gargeya,Engineer,d004
Jackson,Zielinski,Senior Engineer,d005
Arch,Picco,Senior Staff,d001
Arch,Picco,Senior Staff,d009
Florian,Tramer,Engineer,d004
Thanasis,Standera,Senior Staff,d003
George,Atchley,Staff,d008
Mabhin,Foote,Engineer,d005
Shahaf,Kitai,Senior Staff,d009
Ramya,Azadmanesh,Engineer,d004
Val,Rissanen,Assistant Engineer,d005
Pramod,Wendorf,Engineer,d005
Mohit,Verhaegen,Senior Staff,d007
Hirochika,Goldhammer,Engineer,d006
Adly,Hambrick,Staff,d007
Munehiko,Gihr,Senior Staff,d003
Yoshinari,Lanteri,Engineer,d005
Remzi,Mitzlaff,Senior Staff,d007
Shietung,Gelosh,Engineer,d005
Shietung,Gelosh,Engineer,d008
Mrinalini,Mawatari,Staff,d007
Sumali,Cooman,Senior Staff,d007
Sumali,Cooman,Senior Staff,d009
Paloma,Gerlach,Engineer,d006
Somnath,Cummings,Senior Staff,d008
Itzchak,Penn,Staff,d001
Jinxi,Schmiedel,Senior Staff,d002
Ramya,Rossi,Senior Engineer,d004
Ramya,Rossi,Senior Engineer,d006
Jaber,Sethi,Technique Leader,d004
Jaber,Sethi,Technique Leader,d009
Alenka,Barriga,Senior Staff,d003
Huiqun,Henders,Senior Staff,d007
Abdelghani,Nyrup,Senior Staff,d009
Stafford,Gist,Engineer,d004
Tokuyasu,Ghelli,Engineer,d004
Vidar,Gunderson,Senior Staff,d009
Shahid,Varman,Senior Staff,d001
Mrinalini,Gire,Senior Staff,d003
Lakshmi,Frijda,Engineer,d005
Kwan,Kampfer,Staff,d003
Herb,Picht,Assistant Engineer,d004
Temple,Danlos,Senior Staff,d007
Hiroyasu,Strandh,Senior Staff,d009
Bezalel,Verhoeff,Engineer,d005
Yechezkel,Nourani,Senior Staff,d001
Boalin,Birsak,Senior Staff,d003
Przemyslawa,Borovoy,Senior Staff,d003
Nahum,Lambe,Technique Leader,d005
Mariusz,Rikino,Engineer,d004
Margareta,Bondorf,Engineer,d004
Kiyotoshi,Hennebert,Staff,d001
Kiyotoshi,Hennebert,Staff,d003
Sivanarayana,Chandrasekhar,Senior Staff,d001
Tsuneo,Skrikant,Staff,d009
Huei,Saoudi,Technique Leader,d005
Kamakshi,Huhdanpaa,Engineer,d004
Ranga,Lemarechal,Engineer,d005
Baziley,Brookner,Engineer,d006
Nadjib,Comellas,Engineer,d004
Nadjib,Comellas,Engineer,d006
Baruch,Basawa,Engineer,d005
Weiyi,Codenie,Engineer,d004
Aiman,Wilfing,Engineer,d006
Hongzhu,Ruemmler,Engineer,d004
Hongzhu,Ruemmler,Engineer,d005
Halsur,Ibel,Staff,d008
Neven,Rikino,Engineer,d006
Arif,Stranks,Senior Engineer,d005
Hein,Jonsson,Senior Staff,d008
Reuven,Oehlmann,Senior Staff,d007
Zhiguo,Staudhammer,Engineer,d005
Nigel,Zirintsis,Engineer,d005
Nigel,Zirintsis,Engineer,d008
Feiyu,Decleir,Technique Leader,d005
Basem,Lortz,Staff,d002
Arun,Zaccaria,Assistant Engineer,d006
Kazuhiko,Marshall,Staff,d004
Kazuhiko,Marshall,Staff,d008
Godehard,Chinal,Assistant Engineer,d005
Yahiko,Sommen,Senior Staff,d007
Jungsoon,Gubsky,Senior Engineer,d004
Zhenbing,Ibel,Senior Engineer,d005
Weidon,Fordan,Senior Engineer,d004
Hugo,Sgarro,Senior Staff,d007
Khaled,Penn,Senior Staff,d007
Pantung,Reeker,Senior Staff,d008
Avishai,Majewski,Engineer,d004
Sugwoo,Eugenio,Senior Staff,d002
Sugwoo,Eugenio,Senior Staff,d003
Mayuko,Clouatre,Engineer,d005
Zongyan,Shackel,Technique Leader,d004
Zongyan,Shackel,Technique Leader,d009
Genevieve,Snedden,Senior Engineer,d004
Fumiyo,Feinberg,Senior Staff,d004
Fumiyo,Feinberg,Senior Staff,d009
Christophe,Leaver,Staff,d003
Shigeaki,Lanteri,Engineer,d005
Rimon,Pietracaprina,Engineer,d005
Girolamo,Schlumberger,Senior Staff,d008
Khun,Spieker,Engineer,d004
Reinhold,Binkley,Engineer,d004
Doohun,Preusig,Technique Leader,d005
Doohun,Preusig,Technique Leader,d008
Terresa,Vigier,Staff,d007
Marit,Paludetto,Engineer,d005
Bluma,Mundy,Engineer,d005
Fumino,Narahara,Engineer,d004
Doowon,Schoegge,Assistant Engineer,d005
Doowon,Schoegge,Assistant Engineer,d006
Djenana,Erol,Engineer,d005
Djenana,Erol,Engineer,d008
Yuichiro,Bale,Technique Leader,d005
Arun,Katzenelson,Engineer,d004
Shaw,Borovoy,Senior Staff,d001
Pradeep,Valiente,Engineer,d004
Hidekazu,Perna,Staff,d009
Ewing,Kalorkoti,Engineer,d004
Randi,Tomescu,Assistant Engineer,d004
Kayoko,Bahi,Staff,d008
Masamitsu,Murrill,Senior Staff,d001
Masamitsu,Murrill,Senior Staff,d003
Sukumar,Georg,Senior Staff,d005
Sukumar,Georg,Senior Staff,d008
Suebskul,Menhardt,Engineer,d006
Uinam,Rahier,Senior Staff,d008
Gaurav,Cheshire,Technique Leader,d005
Deniz,Bennis,Engineer,d005
Weiru,Burnard,Senior Staff,d003
Shigehiro,Haldar,Senior Staff,d007
Luisa,Chelton,Assistant Engineer,d004
Teiji,Marrakchi,Senior Engineer,d004
Haldun,Erie,Senior Engineer,d005
Haldun,Erie,Senior Engineer,d008
Kwangyoen,Peck,Engineer,d005
Jayson,Zockler,Staff,d008
Jouni,Conia,Senior Staff,d001
Shaunak,Brizzi,Assistant Engineer,d004
Aral,Hebden,Senior Staff,d002
Duke,Journel,Senior Staff,d007
Rosita,Pokrovskii,Senior Staff,d007
Hausi,Kamber,Engineer,d004
Marek,Mitchem,Senior Engineer,d004
Sham,Kavanagh,Assistant Engineer,d004
Dung,Tanemo,Senior Staff,d007
Manton,Lueh,Senior Staff,d003
Perry,Cooman,Senior Staff,d003
Herbert,Hammerschmidt,Engineer,d004
Phule,Ruemmler,Engineer,d005
Gladys,Parhami,Senior Staff,d009
Keiichiro,Armand,Assistant Engineer,d005
Rafael,Menhoudj,Senior Engineer,d005
Munehiro,Iwayama,Engineer,d005
Yoshimitsu,Litvinov,Senior Staff,d008
Mahmut,Bolotov,Engineer,d004
Mahmut,Bolotov,Engineer,d005
Yefim,Bernardeschi,Senior Staff,d003
Geoffrey,Siochi,Senior Engineer,d006
Yagil,Remmers,Senior Staff,d007
Matt,Ruemmler,Engineer,d004
Tonny,Kropf,Engineer,d005
Zhigen,Raney,Senior Staff,d007
Uno,Jayawardene,Senior Staff,d008
Ekawit,Schaft,Senior Staff,d003
Francoise,Hegner,Senior Staff,d009
Denis,Narlikar,Senior Staff,d007
Kensyu,Tsunoo,Engineer,d005
Breannda,Maquelin,Senior Staff,d002
Georgy,Bennis,Engineer,d004
Jiong,Zultner,Senior Engineer,d005
Mihalis,Remmers,Senior Staff,d007
Nimmagadda,Baja,Senior Staff,d001
Wuxu,Garigliano,Senior Staff,d009
Kendra,Junet,Senior Staff,d002
Kendra,Junet,Senior Staff,d007
Matk,Chorvat,Senior Staff,d002
Matk,Chorvat,Senior Staff,d003
Kersti,Miculan,Senior Staff,d002
Satoru,Janetzko,Assistant Engineer,d005
Lalit,Lindqvist,Engineer,d005
Luise,Vigier,Engineer,d004
Zita,Reistad,Senior Engineer,d005
Younwoo,Samarati,Senior Engineer,d004
Younwoo,Samarati,Senior Engineer,d006
Kwangsub,Keirsey,Senior Engineer,d005
Panayotis,Hempstead,Senior Engineer,d005
Gill,Varman,Senior Staff,d007
Charmane,Pargas,Engineer,d004
Charmane,Pargas,Engineer,d006
Gadiel,Perly,Senior Staff,d009
Valeska,Cools,Senior Staff,d003
Udo,Ratnakar,Staff,d009
Heekeun,Verhaegen,Senior Engineer,d005
Sanjoy,Porenta,Engineer,d005
Goetz,McAffer,Engineer,d004
Hironoby,Jakobus,Senior Staff,d009
Muzhong,Berztiss,Senior Staff,d007
Sachem,Msuda,Engineer,d005
Leni,Kropatsch,Senior Engineer,d004
Morrie,Iisaku,Senior Staff,d001
Phule,Dahlbom,Engineer,d004
Masasuke,Koprowski,Staff,d001
Yongmao,Pouyioutas,Senior Staff,d007
Pranjal,Reinhard,Staff,d009
Giordano,Maquelin,Senior Engineer,d004
Danco,Debuse,Senior Staff,d001
Oldrich,Adachi,Engineer,d004
Oldrich,Adachi,Engineer,d009
Sanjiv,Bressoud,Engineer,d005
Fayez,Keohane,Senior Staff,d001
Paris,Lieblein,Engineer,d006
Shuho,Laurillard,Technique Leader,d004
Caolyn,Marciano,Senior Engineer,d005
Naraig,Docker,Staff,d007
Geraldo,Gerteisen,Senior Staff,d009
Florian,Pezzoli,Senior Staff,d007
Sanjay,Ciolek,Senior Staff,d008
Arumugam,Pelc,Senior Engineer,d005
Nechama,Kandlur,Engineer,d004
Padma,Delgrange,Senior Staff,d001
Padma,Delgrange,Senior Staff,d009
Danae,Honglei,Engineer,d004
Baoqiu,Kakkar,Engineer,d005
